"Anonymisation","4. SexeVerifieParLeDiplome","14. AnneeDiplomeVerifieParLeDiplome","15. ActiviteActuelle","27. EmploiLieuRegionEtranger","28. EmploiLieuPaysTerritoire","30. Option_EmploiMoisOccupation","32. EmploiContrat","35. EmploiCadre","36. EmploiTempsPleinPartiel","39. EmploiEntreprise","45. EmploiEntrepriseTaille","48. EmploiEntrepriseSecteurActivite","51. EmploiEntrepriseService","53. EmploiEntreprisePoste","54. EmploiResponsabilitesHierarchiques","55. EmploiResponsabiliteBudget","56. EmploiResponsabiliteEquipe","57. EmploiResponsabiliteProjet","61. Option_EmploiInternational","62. Option_EmploiInternationalPrecision","63. EmploiSalaireBrutAnnuelHorsPrimes","64. EmploiPrimesBrutOuiNon","65. EmploiPrimesBrutOuiMontant","66. EmploiAvantagesNatureOuiNon","67. EmploiAvantagesNatureOuiMontant","69. EmploiCommentTrouve","73. Option_EmploiMoyensRechercheEmploi","76. EmploiCritereChoix","78. EmploiAdequationNiveauQualification","79. EmploiAdequationSecteurDisciplinaire","80. EmploiSatisfaction","81. EmploiSatisfactionConditions","82. EmploiSatisfactionCollegues","83. EmploiSatisfactionRemuneration","84. EmploiSatisfactionAutonomie","85. EmploiSatisfactionLocalisation","86. EmploiChercheAutreEmploi","88. VolontariatType","89. VolontariatTypeAutre","113. TheseType","125. TheseSalaireBrutAnnuelHorsPrimes","126. ThesePrimesBrutOuiNon","127. ThesePrimesBrutOuiMontant","128. TheseAvantagesNatureOuiNon","129. TheseAvantagesNatureOuiMontant","130. TheseSalaireBrutAnnuelAvecPrimes","131. 1erEmploiDecritPrecedemment","134. 1erEmploiLapsPourTrouverApresDiplomeMois","135. Option_EcoleSatisfactionFormation","136. Option_EcoleAccompagnementProjetPro","151. Option_ScolariteCesure","152. Option_ScolariteMoisStage","153. Option_ScolariteMoisStageObligatoire","166. Tableaux_Compteur","167. Tableaux_Sexe","168. Tableaux_Promo","170. Effectifs_Promo","171. Effectifs_PromoSexe","175. Tableaux_BooleenFemmes","177. LieuTravail_FranceEtranger","178. Tableaux_BooleenCDI","190. Tableaux_Booleen1erEmploiMoinsDeuxMois","243. PROGRESSION","249. AnneeEnquete","264. Option_ScolariteFiliereFormation","265. Option_ScolariteSpecialisation","Domaine d'activite a un an","Domaine d'activite a 2 ans"
"17070","Femme",2017,"En recherche d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Peu utile","Non","8","8","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"IPAN","Chimie-Santé","En recherche d'emploi",NA
"17070","Femme",2017,"En activité professionnelle","Étranger","Royaume-Uni",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","Church & Dwight UK Ltd","De 250 à 4 999 salarié(e)s","Autre","Recherche-développement, études scientifiques et techniques (autre qu'informatique)",NA,"Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",23500,"Oui","1500","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi","Le lieu géographique;Le secteur d'activité de l'entreprise","Non","Oui","Satisfait(e)","Très satisfait","Très satisfait","Insatisfait","Satisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non",NA,"Satisfait(e)","Peu utile","Non","8","8","1","Femme","2017","118","69","100","Étranger",NA,"0","Terminé",2021,"IPAN","Chimie-Santé",NA,NA
"17070","Femme",2017,"En activité professionnelle","Étranger","Royaume-Uni","26","Autre",NA,"À temps plein","Church &Dwight UK LTD.","De 250 à 4 999 salarié(e)s","Autre","Recherche-développement, études scientifiques et techniques (autre qu'informatique)",NA,"Non","Non","Non","Oui","Oui","Vous êtes en poste à l'étranger;Vous traitez des projets avec un pays étranger",30000,"Oui","960","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi","Le lieu géographique;Le contenu de la mission / du poste proposé;L'absence d'alternative","Oui","Oui","Satisfait(e)","Très satisfait","Très satisfait","Ni satisfait ni insatisfait","Satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","7","Satisfait(e)","Peu utile","Non","8","8","1","Femme","2017","118","69","100","Étranger",NA,"0","Terminé",2022,"IPAN","Chimie-Santé",NA,NA
"17063","Femme",2017,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Assez utile","Non","8","10","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"IPAN",NA,"En poursuite d'études (hors thèse)",NA
"17063","Femme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Deloitte","5 000 salarié(e)s ou plus","Société de conseil ou d'ingénierie, Bureaux d'études indépendants","Achats, approvisionnements, logistique","Junior consultante stratégie et opérations","Non","Non","Non","Oui","Oui","Vous partez régulièrement exercer des missions à l'étranger",41500,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi","L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé","Oui","Non","Satisfait(e)","Satisfait","Très satisfait","Très satisfait","Satisfait","Très satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","2","Satisfait(e)","Assez utile","Oui","8","2","1","Femme","2017","118","69","100","France","100","0","Terminé",2020,"IPAN","Chimie-Santé",NA,NA
"17071","Homme",2017,"En recherche d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très satisfait(e)","Assez utile","Non","10",NA,"1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2018,"MAT",NA,"En recherche d'emploi",NA
"17038","Femme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)","5","CDI","Oui","À temps plein","Vallourec","5 000 salarié(e)s ou plus","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Marketing","Marketing Analyst","Non","Non","Non","Non","Oui","Vous traitez des projets avec un pays étranger",39000,"Oui","2000","Oui",NA,"Site Internet spécialisé dans l'emploi","Stage de fin d'études (Année césure, année professionnalisante,...);Stage de fin d'études (Année césure, année professionnalisante,...);Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi","Le contenu de la mission / du poste proposé","Oui","Non","Satisfait(e)","Satisfait","Satisfait","Satisfait","Satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Assez utile","Oui","26","9","1","Homme","2017","118","49","0","France","100","100","Terminé",2018,"MAT","Chimie-Matériaux-Environnement","En activité professionnelle",NA
"17038","Femme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Vallourec","5 000 salarié(e)s ou plus","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Marketing","OCTG Analyste Marketing","Non","Non","Non","Non","Oui","Vous traitez des projets avec un pays étranger",39000,"Oui","2000","Oui",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi","L'adéquation avec un projet professionnel","Oui","Non","Satisfait(e)","Satisfait","Très satisfait","Satisfait","Satisfait","Satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Assez utile","Oui","24","10","1","Homme","2017","118","49","0","France","100","100","Terminé",2019,"MAT","Chimie-Matériaux-Environnement",NA,"En activité professionnelle"
"17038","Femme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Vallourec","5 000 salarié(e)s ou plus","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Marketing",NA,"Non","Non","Non","Non","Oui","Vous traitez des projets avec un pays étranger",42000,"Oui","2000","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi","Les perspectives d'évolution au sein de l'entreprise;La politique globale de relations humaines dans l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé","Oui","Non","Satisfait(e)","Satisfait","Très satisfait","Satisfait","Très satisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Assez utile","Oui","26","10","1","Homme","2017","118","49","0","France","100","100","Terminé",2020,"MAT","Chimie-Matériaux-Environnement",NA,NA
"17038","Femme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Vallourec","5 000 salarié(e)s ou plus","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Marketing","Analyste marketing","Non","Non","Non","Non","Oui","Vous traitez des projets avec un pays étranger",41600,"Oui","2100","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le montant du salaire proposé","Oui","Non","Insatisfait(e)","Insatisfait","Très satisfait","Insatisfait","Très satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Assez utile","Oui","25","10","1","Homme","2017","118","49","0","France","100","100","Terminé",2021,"MAT","Chimie-Matériaux-Environnement",NA,NA
"17038","Homme",2017,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)","12","CDI","Oui","À temps plein","Nestle France","5 000 salarié(e)s ou plus","Industrie agroalimentaire","Informatique industrielle et technique","Business analyste","Non","Non","Non","Non","Non",NA,54400,"Oui","11000","Oui",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi","L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé","Oui","Non","Insatisfait(e)","Très satisfait","Satisfait","Très satisfait","Satisfait","Ni satisfait ni insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Satisfait(e)","Utile","Oui","25","11","1","Homme","2017","118","49","0","France","100","100","Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"17059","Femme",2017,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Très utile","Non","12","12","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"CBS","Chimie-Santé","En poursuite d'études (hors thèse)",NA
"17059","Femme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre",NA,"Non",NA,"Non",NA,NA,NA,"10","Ni satisfait(e) ni insatisfait(e)","Inutile","Non","12","12","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2021,"CBS","Chimie-Santé",NA,NA
"17059","Femme",2017,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre",NA,NA,NA,NA,NA,NA,NA,"10","Satisfait(e)","Inutile","Non",NA,NA,"1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2022,"CBS","Chimie-Santé",NA,NA
"17099","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","21600","Non",NA,"Non",NA,"21600",NA,NA,"Satisfait(e)","Très utile","Oui","22","11","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2018,"COF","Chimie-Santé","En thèse",NA
"17099","Homme",2017,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","25000","Non",NA,"Oui","170","25170",NA,NA,"Très satisfait(e)","Assez utile","Oui","11","11","1","Homme","2017","118","49","0",NA,NA,NA,"Terminé",2019,"COF","Chimie-Santé",NA,"En thèse"
"17099","Homme",2017,"En activité professionnelle","Étranger","Royaume-Uni",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","Sygnature discovery","De 250 à 4 999 salarié(e)s","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Scientist","Non","Non","Non","Non","Non",NA,27000,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Oui","Oui",NA,"Très satisfait","Satisfait","Satisfait","Très satisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Très satisfait(e)","Assez utile","Oui","10","10","1","Homme","2017","118","49","0","Étranger",NA,"100","Terminé",2021,"COF","Chimie-Santé",NA,NA
"17003","Femme",2017,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)","6","CDD","Oui","À temps plein","EUROFLOAT - SAINT GOBAIN GLASS","5 000 salarié(e)s ou plus","Construction, BTP","Production - Exploitation",NA,"Non","Non","Oui","Oui","Non",NA,32000,"Oui","3800","Oui",NA,"Stage de fin d'études (Année césure, année professionnalisante,...)","Stage de fin d'études (Année césure, année professionnalisante,...)","L'adéquation avec un projet professionnel","Oui","Non","Très satisfait(e)","Satisfait","Satisfait","Satisfait","Très satisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Très insatisfait(e)","Peu utile","Oui","23","11","1","Femme","2017","118","69","100","France","0","100","Terminé",2018,"CBD2","Chimie-Matériaux-Environnement","En activité professionnelle",NA
"17003","Femme",2017,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","STS","De 250 à 4 999 salarié(e)s","Industrie automobile, aéronautique, navale, ferroviaire","Production - Exploitation","Superviseur","Oui","Non","Oui","Oui",NA,NA,31400,"Oui","3400",NA,NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi","Le contenu de la mission / du poste proposé","Oui","Non","Très satisfait(e)","Très satisfait","Très satisfait","Satisfait","Très satisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Très satisfait(e)","Assez utile","Oui","23","11","1","Femme","2017","118","69","100","France","100","100","Terminé",2019,"CBD2","Chimie-Matériaux-Environnement",NA,"En activité professionnelle"
"17003","Femme",2017,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Femme","2017","118","69","100","France","100",NA,"En cours",2021,NA,NA,NA,NA
"17003","Femme",2017,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)","14","CDI","Oui","À temps plein","Atelier des 4 collines","De 50 à 249 salarié(e)s","Fabrication de textiles - Industries de l'habillement, du cuir et de la chaussure","Production - Exploitation",NA,"Oui","Non","Oui","Oui","Non",NA,40000,"Oui","3000","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi","Le lieu géographique;Le contenu de la mission / du poste proposé;Le montant du salaire proposé","Oui","Non","Satisfait(e)","Très satisfait","Satisfait","Satisfait","Très satisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Satisfait(e)","Peu utile","Oui","23","11","1","Femme","2017","118","69","100","France","100","100","Terminé",2022,"CBD2","Chimie-Matériaux-Environnement",NA,NA
"17060","Femme",2017,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Peu utile","Non","8","7","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"IPAN","Chimie-Santé","En poursuite d'études (hors thèse)",NA
"17060","Femme",2017,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Satisfait(e)","Assez utile","Non","8","7","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2019,"IPAN","Chimie-Santé",NA,"En poursuite d'études (hors thèse)"
"17060","Femme",2017,"En volontariat (VIA, VIE, ...)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIE (Volontariat International en Entreprise)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Satisfait(e)","Assez utile","Non","9","8","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2020,"IPAN","Chimie-Santé",NA,NA
"17034","Femme",2017,"En activité professionnelle","Centre-Val de Loire","France (y compris DOM-COM)","54","CDI","Oui","À temps plein","ORGAPHARM","De 50 à 249 salarié(e)s","Industrie chimique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Ingénieur Chimiste","Non","Non","Non","Oui","Non",NA,46800,"Non",NA,"Non",NA,"Apprentissage (embauche dans l'entreprise d'accueil du contrat)","Apprentissage (embauche dans l'entreprise d'accueil du contrat);Candidature spontanée","L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé","Oui","Oui",NA,"Satisfait","Très satisfait","Très satisfait","Très satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Utile","Non",NA,NA,"1","Femme","2017","118","69","100","France","100","100","Terminé",2022,"COF","Chimie-Santé",NA,NA
"17061","Femme",2017,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Assez utile","Non","11","10","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"MAT","Chimie-Matériaux-Environnement","En poursuite d'études (hors thèse)",NA
"17061","Femme",2017,"En recherche d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Assez utile","Non","12","11","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2019,"MAT","Chimie-Matériaux-Environnement",NA,"En recherche d'emploi"
"17061","Femme",2017,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)",NA,"CDI","Non","À temps plein","Baldrege","Moins de 10 salarié(e)s","Industrie pharmaceutique","Marketing","Assistante chef de produits cosmétique","Non","Non","Non","Non","Non",NA,30000,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Non","Oui","Insatisfait(e)","Très satisfait","Très satisfait","Satisfait","Insatisfait","Insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","11","Très insatisfait(e)","Assez utile","Non","12","12","1","Femme","2017","118","69","100","France","100","0","Terminé",2020,"MAT","Chimie-Matériaux-Environnement",NA,NA
"17109","Femme",2017,"Sans activité volontairement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","Très satisfait(e)","Assez utile","Non","24","18","1","Femme","2017","118","69","100",NA,NA,NA,"Terminé",2018,"CBS","Chimie-Santé","Sans activité volontairement",NA
"17109","Femme",2017,"En activité professionnelle","Étranger","Australie",NA,"Autre","Travail à l'étranger (Non concerné)","À temps partiel","Family Health Medical Centre","De 20 à 49 salarié(e)s","Santé humaine et action sociale","Administration, gestion, finance, comptabilité","Receptionist","Non","Non","Non","Non","Oui","Vous êtes en poste à l'étranger",16600,"Non",NA,"Non",NA,"Autre","Réseau des anciens élèves;Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Autre","Le lieu géographique","Non","Non","Ni satisfait(e) ni insatisfait(e)","Satisfait","Ni satisfait ni insatisfait","Ni satisfait ni insatisfait","Satisfait","Satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","2","Satisfait(e)","Assez utile","Non","24","24","1","Femme","2017","118","69","100","Étranger",NA,"0","Terminé",2019,"CBS","Chimie-Santé",NA,"En activité professionnelle"
"17109","Femme",2017,"En activité professionnelle","Étranger","Australie",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","Doctors of Northcote","De 20 à 49 salarié(e)s","Santé humaine et action sociale","Administration, gestion, finance, comptabilité","Réceptionniste","Non","Non","Non","Non","Non",NA,43000,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi","Le lieu géographique;Le montant du salaire proposé;L'absence d'alternative","Non","Non","Insatisfait(e)","Ni satisfait ni insatisfait","Satisfait","Satisfait","Insatisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","3","Satisfait(e)","Peu utile","Non","26","20","1","Femme","2017","118","69","100","Étranger",NA,"0","Terminé",2020,"CBS","Chimie-Santé",NA,NA
"17109","Femme",2017,"En activité professionnelle","Étranger","Australie",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","Doctors of Northcote","De 20 à 49 salarié(e)s","Santé humaine et action sociale","Administration, gestion, finance, comptabilité","Réceptionniste Médicale","Non","Non","Non","Non","Oui","Vous êtes en poste à l'étranger",57583,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Autre","La politique globale de relations humaines dans l'entreprise;Le lieu géographique;Le montant du salaire proposé;L'absence d'alternative","Non","Non","Ni satisfait(e) ni insatisfait(e)","Ni satisfait ni insatisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Très satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","4","Satisfait(e)","Peu utile","Non","28","22","1","Femme","2017","118","69","100","Étranger",NA,"0","Terminé",2021,"CBS","Chimie-Santé",NA,NA
